company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Netflix,Cloud Posture Engineer,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/cloud-posture-engineer,2025-11-27,"security posture management, cloud compliance, sanctioned it, ai policy"
Veza,Principal Security Engineer,SaaS Security,"Boston, MA",0.7,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-29,"sanctioned it, cloud app security"
Sumo Logic,Threat Detection Engineer,SaaS Security,"New York, NY",0.8,Wellfound,https://wellfound.com/role/r/threat-detection-engineer,2025-11-29,"ai agent security, sanctioned it, cloud compliance"
McAfee,Incident Response Engineer,AI Agent Security,"Toronto, Canada",0.7,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-27,"genai security, ai policy, ai agent security"
CVS Health,Staff Security Engineer,SaaS Compliance,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/staff-security-engineer,2025-11-30,"cloud governance, autonomous agent security, ai policy, ai governance, saas compliance"
Check Point,VP of Security,SSPM,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/vp-of-security,2025-11-30,"sspm, autonomous agent security"
Cylance,Application Security Engineer,SaaS Compliance,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/application-security-engineer,2025-12-02,"ai agent risk, ai compliance, saas audit"
Thycotic,Compliance Engineer,SSPM,Remote (US),0.9,Wellfound,https://wellfound.com/role/r/compliance-engineer,2025-12-02,"ai security, genai security, saas posture management"
Abnormal Security,SSPM Engineer,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/sspm-engineer,2025-12-02,"saas security posture, autonomous agent security, llm compliance, saas security"
Atlassian,Security Analyst,SaaS Compliance,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/security-analyst,2025-11-27,"saas compliance, cloud application security, ai agent risk, saas audit"
Twilio,SaaS Security Engineer,SaaS Security,"Toronto, Canada",0.8,Wellfound,https://wellfound.com/role/r/saas-security-engineer,2025-12-01,"saas audit, ai agent security"
T-Mobile,Security Auditor,SaaS Security,Remote,0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-11-29,"saas security, generative ai compliance, genai security, shadow it"
Veeam,AI Security Engineer,SaaS Security,"Boston, MA",0.9,Wellfound,https://wellfound.com/role/r/ai-security-engineer,2025-12-02,"saas security, llm compliance, llm security, saas compliance, generative ai compliance"
Target,Threat Detection Engineer,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/threat-detection-engineer,2025-11-30,"security posture management, saas posture management, saas compliance, ai compliance, shadow it"
BAE Systems,Cloud Security Architect,SaaS Security,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-30,"cloud application security, generative ai compliance, saas governance, genai security"
Microsoft,AppSec Engineer,SaaS Security,Hybrid - Bay Area,0.9,Wellfound,https://wellfound.com/role/r/appsec-engineer,2025-12-03,"saas governance, saas compliance, cloud application security, saas risk, saas security posture"
Confluent,SaaS Security Posture Manager,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/saas-security-posture-manager,2025-11-29,"saas posture management, saas security, ai policy, cloud governance"
Splunk,Security Compliance Manager,AI Compliance,"Boston, MA",0.8,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-27,"generative ai compliance, sanctioned it, ai governance, cloud governance"
Etsy,Security Analyst,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/security-analyst,2025-12-01,"sspm, ai policy"
Red Hat,CISO,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/ciso,2025-11-27,"saas security posture, saas risk, security posture management, cloud app security, llm security"
PagerDuty,Security Compliance Manager,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-30,"saas risk, saas audit, saas posture management"
KPMG,VP of Security,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/vp-of-security,2025-12-03,"cloud governance, cloud app security, shadow it"
Rapid7,Security Auditor,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-11-28,"ai agent security, security posture management"
Box,Principal Security Engineer,SaaS Security,Remote,0.85,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-28,"llm security, saas security"
KPMG,SOC Analyst,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/soc-analyst,2025-12-01,"saas security posture, ai governance"
WorkFusion,Security Auditor,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-11-28,"ai governance, shadow it, saas risk"
Google,Security Operations Engineer,SaaS Security,"San Francisco, CA",0.8,Wellfound,https://wellfound.com/role/r/security-operations-engineer,2025-11-29,"cloud application security, ai agent risk"
BCG,Security Engineer,SSPM,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/security-engineer,2025-12-03,"ai policy, saas security posture"
PagerDuty,SaaS Security Engineer,SaaS Security,"Denver, CO",0.9,Wellfound,https://wellfound.com/role/r/saas-security-engineer,2025-11-28,"llm security, generative ai compliance, saas security posture, genai security, cloud application security"
Prisma Cloud,SaaS Security Engineer,SaaS Security,"Toronto, Canada",0.7,Wellfound,https://wellfound.com/role/r/saas-security-engineer,2025-11-30,"genai security, shadow it"
Citi,Staff Security Engineer,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/staff-security-engineer,2025-11-28,"shadow it, sanctioned it, llm security, cloud application security"
CyberArk,Security Software Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/security-software-engineer,2025-12-02,"shadow it, ai agent security, saas posture management, autonomous agent security"
Okta,Incident Response Engineer,SaaS Compliance,"New York, NY",0.9,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-27,"saas compliance, ai governance, ai compliance, saas audit"
T-Mobile,Security Analyst,SaaS Security,"London, UK",0.8,Wellfound,https://wellfound.com/role/r/security-analyst,2025-12-03,"cloud governance, ai agent risk, ai governance"
Abnormal Security,Security Software Engineer,SaaS Compliance,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/security-software-engineer,2025-11-30,"saas audit, saas governance"
CrowdStrike,Cloud Security Architect,AI Compliance,Hybrid - Bay Area,0.9,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-29,"saas audit, genai security, generative ai compliance"
Sprint,Threat Detection Engineer,SSPM,"Denver, CO",0.85,Wellfound,https://wellfound.com/role/r/threat-detection-engineer,2025-12-02,"ai security, llm compliance, shadow it, cloud app security, saas audit"
Raytheon,Security Operations Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/security-operations-engineer,2025-12-02,"ai agent risk, shadow it, security posture management, saas security posture"
Ermetic,Security Auditor,SaaS Compliance,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-11-28,"cloud compliance, saas compliance, shadow it, ai agent security"
Target,Security Auditor,AI Compliance,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-12-02,"ai policy, generative ai compliance, cloud app security, ai security, autonomous agent security"
Costco,Cloud Security Analyst,SaaS Compliance,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/cloud-security-analyst,2025-11-29,"saas compliance, llm compliance, saas governance, ai security"
Cisco,SSPM Engineer,SSPM,"Boston, MA",0.9,Wellfound,https://wellfound.com/role/r/sspm-engineer,2025-11-29,"saas posture management, autonomous agent security, cloud app security, ai agent risk, cloud compliance"
American Express,AI Agent Security Engineer,SSPM,"Denver, CO",0.85,Wellfound,https://wellfound.com/role/r/ai-agent-security-engineer,2025-11-28,"security posture management, autonomous agent security, cloud app security, sspm, ai agent risk"
Auth0,AI Agent Security Engineer,AI Agent Security,"New York, NY",0.7,Wellfound,https://wellfound.com/role/r/ai-agent-security-engineer,2025-11-30,"ai compliance, ai agent security, ai security"
Asana,SaaS Security Engineer,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"generative ai compliance, security posture management, cloud application security, genai security"
Northrop Grumman,SSPM Engineer,SSPM,"Seattle, WA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"cloud application security, saas security posture, cloud compliance, cloud governance, security posture management"
8x8,CISO,AI Compliance,"San Francisco, CA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"security posture management, ai security, genai security, generative ai compliance, llm security"
American Express,Security Analyst,AI Compliance,"Austin, TX",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"ai policy, llm compliance"
Kubernetes,VP of Security,SaaS Compliance,Remote (US),0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"ai compliance, saas compliance, ai governance"
SAP,Machine Learning Security Engineer,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"security posture management, saas security, ai compliance, shadow it"
BP,SaaS Security Engineer,SSPM,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"sanctioned it, saas posture management, ai agent risk, saas audit"
F5 Networks,SaaS Security Engineer,SaaS Security,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"saas risk, ai governance, autonomous agent security, llm compliance"
Segment,Cloud Security Architect,SSPM,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"shadow it, saas posture management"
Intercom,SSPM Engineer,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"cloud governance, autonomous agent security, saas risk"
Asana,SaaS Security Architect,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"cloud app security, cloud application security, sanctioned it, sspm, saas governance"
Mimecast,AI Agent Security Engineer,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"cloud app security, cloud governance, sanctioned it, ai agent risk, sspm"
BCG,SaaS Security Engineer,AI Agent Security,"Seattle, WA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"autonomous agent security, ai agent security"
AT&T,CISO,SaaS Security,"Boston, MA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai agent security, ai security, cloud governance, cloud application security, cloud app security"
Imperva,Cloud Security Architect,SaaS Security,Hybrid - Bay Area,0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"ai policy, cloud application security"
Ermetic,Security Posture Analyst,AI Agent Security,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"autonomous agent security, llm compliance"
Druva,Staff Security Engineer,SaaS Security,"London, UK",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas security, genai security, llm security, ai agent risk, ai policy"
Chorus.ai,Machine Learning Security Engineer,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"cloud governance, security posture management"
Akamai,AI Security Engineer,AI Agent Security,Remote (US),0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"ai security, genai security"
Box,Director of Security,SaaS Security,"New York, NY",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"ai compliance, cloud compliance, generative ai compliance, security posture management, cloud application security"
CloudKnox,Senior Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas compliance, llm compliance"
Proofpoint,Cloud Security Analyst,SSPM,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"saas posture management, ai security, saas audit"
Veza,AI Agent Security Engineer,SaaS Security,"Austin, TX",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"cloud governance, saas governance, llm security, cloud application security, ai policy"
Thycotic,Security Analyst,SaaS Security,Hybrid - Bay Area,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"cloud governance, ai agent risk"
McKinsey,Compliance Engineer,AI Agent Security,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud app security, ai agent risk, autonomous agent security"
Varonis,SSPM Engineer,SSPM,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas audit, saas governance, security posture management, llm compliance, cloud governance"
Cylance,AppSec Engineer,SaaS Security,"Toronto, Canada",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"genai security, cloud app security, llm compliance"
Zendesk,SSPM Engineer,SaaS Security,"Toronto, Canada",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"genai security, cloud governance, sanctioned it, ai policy"
Rubrik,GRC Analyst,AI Agent Security,"Austin, TX",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"autonomous agent security, llm compliance, ai compliance, ai agent security, shadow it"
Raytheon,SaaS Security Architect,SaaS Security,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"cloud application security, ai compliance, ai agent risk"
SailPoint,AI Agent Security Engineer,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud application security, saas governance"
BeyondTrust,Security Compliance Manager,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas compliance, ai security"
IBM,Security Compliance Manager,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"generative ai compliance, cloud app security"
BeyondTrust,Lead Security Engineer,SSPM,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai policy, security posture management"
Raytheon,Lead Security Engineer,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai security, cloud compliance, autonomous agent security, saas risk, cloud governance"
Asana,LLM Security Specialist,AI Compliance,"London, UK",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"genai security, ai governance, generative ai compliance, ai agent risk"
Darktrace,LLM Security Specialist,SaaS Compliance,"Seattle, WA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai compliance, cloud compliance"
Trend Micro,GRC Analyst,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"shadow it, ai agent risk, ai agent security, saas security posture, saas compliance"
Docker,Incident Response Engineer,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai policy, saas governance, saas audit"
Accenture,Security Posture Analyst,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"shadow it, llm compliance, sanctioned it, sspm, llm security"
BP,Cloud Security Analyst,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"sanctioned it, shadow it, sspm"
BP,Security Compliance Manager,SaaS Compliance,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"saas governance, saas compliance"
CyberArk,Application Security Engineer,SaaS Security,"Toronto, Canada",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"shadow it, cloud app security, ai governance"
Abnormal Security,Cloud Security Architect,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"shadow it, ai agent risk, sspm, saas posture management"
ForeScout,Risk Manager,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"sanctioned it, saas security posture"
Centrify,AI Security Engineer,AI Agent Security,"Boston, MA",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"genai security, ai security, llm security"
Snowflake,Security Analyst,SaaS Security,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"cloud app security, llm security, ai agent risk, saas governance"
F5 Networks,AI Agent Security Engineer,AI Agent Security,"Boston, MA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"ai agent risk, ai governance, cloud compliance, llm security, sanctioned it"
Abnormal Security,Security Compliance Manager,SaaS Security,"Denver, CO",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"llm security, saas risk, ai compliance, shadow it"
ForeScout,CISO,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"sanctioned it, saas governance, cloud app security, generative ai compliance, shadow it"
Costco,Security Posture Analyst,SaaS Compliance,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai agent risk, cloud compliance, sanctioned it, ai governance, saas compliance"
Raytheon,GRC Analyst,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud compliance, saas posture management, sanctioned it, saas risk, shadow it"
McKinsey,Director of Security,SSPM,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"shadow it, security posture management, saas security posture"
Kubernetes,Security Software Engineer,AI Agent Security,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"ai agent security, generative ai compliance, ai agent risk, cloud app security, llm compliance"
Varonis,Incident Response Engineer,SaaS Compliance,"Boston, MA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas compliance, saas governance, sspm, saas risk"
Best Buy,AI Security Engineer,AI Agent Security,Remote (US),0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"genai security, ai security, llm security, ai policy"
Elastic,Risk Manager,SaaS Security,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas security, saas governance, ai governance"
Wells Fargo,SSPM Product Manager,SaaS Security,"New York, NY",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas risk, generative ai compliance, saas audit, saas security posture, cloud application security"
Home Depot,Security Operations Engineer,SSPM,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas security posture, cloud governance, saas risk, sanctioned it, autonomous agent security"
Square,Cloud Security Architect,SaaS Compliance,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"sanctioned it, llm compliance, saas governance, generative ai compliance"
Confluent,Security Compliance Manager,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"ai agent security, cloud application security, shadow it, saas audit"
McAfee,AI Agent Security Engineer,AI Agent Security,"London, UK",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"sanctioned it, ai security"
Docker,CISO,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"saas audit, saas governance, ai security, saas risk, saas compliance"
KPMG,SSPM Engineer,AI Compliance,"Denver, CO",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"genai security, llm security, llm compliance"
Twilio,SaaS Security Engineer,SaaS Security,"Boston, MA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"ai security, cloud app security"
Bitbucket,Application Security Engineer,SaaS Compliance,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai agent risk, saas audit, ai compliance, sanctioned it, ai policy"
Sprint,Cloud Security Analyst,SaaS Security,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud application security, ai compliance, saas security posture"
Splunk,Director of Security,AI Agent Security,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai governance, shadow it, llm security"
Proofpoint,Security Compliance Manager,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"saas posture management, ai security"
Meta,LLM Security Specialist,SSPM,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas governance, cloud application security, shadow it"
Cohesity,SaaS Security Posture Manager,SaaS Security,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas security, ai security"
Elastic,SSPM Product Manager,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud app security, saas audit, saas posture management"
Darktrace,Security Team Lead,SaaS Security,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"autonomous agent security, cloud application security, saas security, ai agent security"
UiPath,Incident Response Engineer,SSPM,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"shadow it, ai security, security posture management"
Tenable,Security Software Engineer,SaaS Security,"New York, NY",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas security, generative ai compliance, shadow it, saas governance, llm security"
Datadog,Security Auditor,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"saas posture management, ai compliance, llm compliance"
BAE Systems,Principal Security Engineer,AI Agent Security,"Seattle, WA",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"ai agent risk, ai governance"
Nozomi Networks,Cloud Security Engineer,AI Compliance,"Austin, TX",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"llm security, ai agent security, generative ai compliance"
Ermetic,Threat Detection Engineer,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"sspm, saas compliance"
Twilio,SaaS Security Engineer,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"cloud app security, cloud compliance, saas audit, ai agent risk, saas governance"
ServiceNow,VP of Security,AI Compliance,"Toronto, Canada",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas governance, llm security, ai governance, ai compliance"
Twilio,Security Analyst,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud governance, saas security"
Costco,Security Auditor,AI Agent Security,Remote (US),0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"autonomous agent security, genai security, llm security, sanctioned it"
Datadog,CISO,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"saas security posture, cloud app security"
Twilio,LLM Security Specialist,SaaS Security,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"ai governance, cloud app security, saas governance, cloud application security, llm compliance"
Amazon,Cloud Posture Engineer,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"shadow it, security posture management, ai security, saas security posture, autonomous agent security"
Gong,Security Team Lead,SaaS Compliance,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"generative ai compliance, saas risk, saas audit, sanctioned it"
T-Mobile,Director of Security,SaaS Security,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas risk, ai policy, autonomous agent security, saas security posture, cloud app security"
Symantec,Risk Manager,SaaS Security,"Boston, MA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"autonomous agent security, ai agent risk, shadow it, ai agent security, cloud application security"
American Express,SaaS Security Posture Manager,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas compliance, sspm, ai policy, saas security"
Dropbox,SSPM Engineer,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"saas posture management, generative ai compliance, llm compliance, sanctioned it, shadow it"
Kubernetes,Lead Security Engineer,AI Agent Security,Hybrid - Bay Area,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai governance, autonomous agent security"
Auth0,Security Engineer,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"cloud application security, sspm, autonomous agent security"
Cylance,SaaS Security Engineer,SaaS Compliance,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"sanctioned it, llm compliance, saas compliance"
Goldman Sachs,SaaS Security Posture Manager,SSPM,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas posture management, autonomous agent security, saas governance"
IBM,Cloud Posture Engineer,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"sanctioned it, security posture management, shadow it, saas security, saas governance"
Chorus.ai,LLM Security Specialist,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud app security, cloud application security, sanctioned it, cloud governance, genai security"
BeyondTrust,Machine Learning Security Engineer,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-03,"ai compliance, sanctioned it, cloud app security, security posture management, saas security posture"
Trend Micro,Senior Security Engineer,AI Compliance,"Denver, CO",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"sanctioned it, ai compliance"
JPMorgan,Senior Security Engineer,SaaS Security,"Seattle, WA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"ai agent security, llm security, saas governance, saas posture management, saas compliance"
RingCentral,AppSec Engineer,SSPM,Remote (US),0.85,Workday,https://ringcentral.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"ai security, sanctioned it, security posture management, saas posture management, generative ai compliance"
Boeing,Director of Security,AI Agent Security,"Boston, MA",0.85,Workday,https://boeing.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"ai agent security, saas governance, genai security"
Area 1,Security Team Lead,SaaS Security,"Denver, CO",0.85,Workday,https://area-1.wd1.myworkdayjobs.com/en-US/careers,2025-12-03,"autonomous agent security, cloud app security, saas compliance"
Blue Prism,Threat Detection Engineer,SSPM,Hybrid - Bay Area,0.85,Workday,https://blue-prism.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"security posture management, ai governance, llm security, saas risk, ai policy"
UnitedHealth,Cloud Security Architect,SSPM,"San Francisco, CA",0.85,Workday,https://unitedhealth.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"saas posture management, generative ai compliance, security posture management"
Five9,Security Engineer,SSPM,"Toronto, Canada",0.85,Workday,https://five9.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"cloud compliance, generative ai compliance, ai policy, cloud app security, security posture management"
Druva,SaaS Security Posture Manager,SaaS Compliance,Remote (US),0.7,Workday,https://druva.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"ai compliance, sanctioned it"
Zscaler,AI Agent Security Engineer,SSPM,Remote,0.85,Workday,https://zscaler.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"sspm, cloud app security, ai governance, autonomous agent security, ai agent security"
Northrop Grumman,Security Operations Engineer,AI Agent Security,"Denver, CO",0.9,Workday,https://northrop-grumman.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"ai agent risk, shadow it, genai security, generative ai compliance"
Oracle,Security Auditor,AI Compliance,Remote (US),0.85,Workday,https://oracle.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"saas security posture, ai policy, autonomous agent security, ai security, ai compliance"
