company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Raytheon,Lead Security Engineer,SSPM,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/lead-security-engineer,2025-11-27,"ai agent risk, llm security, saas posture management"
RingCentral,Cloud Security Analyst,SaaS Security,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-analyst,2025-11-28,"autonomous agent security, saas audit, ai compliance"
Vonage,Principal Security Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-28,"cloud app security, llm security, cloud compliance, saas risk"
Meta,AI Agent Security Engineer,AI Agent Security,Remote,0.7,Wellfound,https://wellfound.com/role/r/ai-agent-security-engineer,2025-12-01,"sanctioned it, ai agent security, ai policy, llm security"
SUSE,Principal Security Engineer,AI Agent Security,"Denver, CO",0.7,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-25,"autonomous agent security, sanctioned it, ai policy"
Meta,VP of Security,AI Agent Security,"Seattle, WA",0.7,Wellfound,https://wellfound.com/role/r/vp-of-security,2025-12-02,"genai security, ai agent risk"
Box,Cloud Security Architect,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-29,"sanctioned it, saas governance, cloud app security, llm security"
Commvault,Security Manager,AI Agent Security,"Boston, MA",0.7,Wellfound,https://wellfound.com/role/r/security-manager,2025-11-25,"autonomous agent security, ai governance"
Radware,Security Compliance Manager,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-27,"ai agent security, saas security posture, saas compliance"
Sumo Logic,SOC Analyst,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/soc-analyst,2025-12-02,"cloud compliance, sspm"
Fortinet,SSPM Engineer,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/sspm-engineer,2025-11-30,"saas risk, saas security, llm compliance"
Databricks,Machine Learning Security Engineer,SSPM,Remote,0.85,Wellfound,https://wellfound.com/role/r/machine-learning-security-engineer,2025-11-28,"llm security, saas posture management, ai compliance, llm compliance"
Cybereason,SSPM Product Manager,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/sspm-product-manager,2025-12-02,"sanctioned it, saas security, llm compliance, ai governance, security posture management"
Barracuda,Cloud Security Analyst,SaaS Compliance,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/cloud-security-analyst,2025-11-30,"saas compliance, ai policy, llm compliance"
Box,Security Operations Engineer,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/security-operations-engineer,2025-12-01,"saas security, shadow it"
HubSpot,Security Auditor,SSPM,"Boston, MA",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-12-02,"ai policy, llm compliance, cloud governance, cloud application security, sspm"
Humana,Security Compliance Manager,SaaS Compliance,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-26,"llm compliance, ai agent security, saas compliance, saas governance, saas risk"
Morgan Stanley,SOC Analyst,SSPM,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/soc-analyst,2025-11-25,"saas security, sspm"
CircleCI,Risk Manager,SaaS Compliance,Remote,0.85,Wellfound,https://wellfound.com/role/r/risk-manager,2025-11-25,"ai security, ai governance, saas compliance, cloud app security, generative ai compliance"
Cisco,Incident Response Engineer,AI Agent Security,"Denver, CO",0.8,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-25,"cloud governance, genai security, ai security, autonomous agent security"
Okta,Security Analyst,SaaS Compliance,"London, UK",0.8,Wellfound,https://wellfound.com/role/r/security-analyst,2025-11-25,"cloud compliance, ai policy"
CVS Health,Incident Response Engineer,SaaS Security,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-25,"saas risk, generative ai compliance, saas security"
Databricks,Lead Security Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/lead-security-engineer,2025-11-25,"ai governance, ai policy, cloud app security, sspm, ai compliance"
UnitedHealth,Incident Response Engineer,AI Agent Security,"Austin, TX",0.7,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-25,"llm security, ai agent security"
Five9,SOC Analyst,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/soc-analyst,2025-11-28,"autonomous agent security, saas security posture, security posture management, ai security"
BAE Systems,Director of Security,SSPM,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/director-of-security,2025-11-25,"generative ai compliance, autonomous agent security, saas posture management, saas security"
SUSE,Staff Security Engineer,SaaS Compliance,Remote,0.85,Wellfound,https://wellfound.com/role/r/staff-security-engineer,2025-11-27,"ai policy, saas compliance"
ExxonMobil,Cloud Security Architect,AI Compliance,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-28,"generative ai compliance, llm security, ai policy, saas security posture"
Slack,Incident Response Engineer,AI Compliance,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-12-01,"cloud compliance, ai governance, shadow it, generative ai compliance, ai agent security"
GitLab,Cloud Security Engineer,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-engineer,2025-12-01,"shadow it, ai agent security, cloud application security, cloud governance"
ForeScout,Security Compliance Manager,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-29,"saas audit, llm security, ai security, sspm, ai governance"
Veeam,Machine Learning Security Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/machine-learning-security-engineer,2025-11-29,"saas security posture, ai agent security"
Radware,Cloud Security Analyst,AI Agent Security,"Boston, MA",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-analyst,2025-11-25,"ai agent security, ai security, saas governance, ai agent risk"
American Express,Cloud Security Architect,SaaS Security,"Boston, MA",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-27,"cloud application security, saas security, ai security, genai security"
Asana,Security Software Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/security-software-engineer,2025-11-26,"saas governance, ai security, saas risk, cloud app security"
Google,CISO,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/ciso,2025-11-27,"genai security, saas posture management"
Kryon,Security Software Engineer,SaaS Compliance,Hybrid - Bay Area,0.8,Wellfound,https://wellfound.com/role/r/security-software-engineer,2025-11-30,"ai governance, cloud compliance"
Jenkins,GRC Analyst,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/grc-analyst,2025-11-29,"cloud application security, security posture management"
Home Depot,Security Posture Analyst,SaaS Security,"Boston, MA",0.8,Wellfound,https://wellfound.com/role/r/security-posture-analyst,2025-11-30,"genai security, ai agent risk, cloud app security"
Varonis,SSPM Product Manager,SaaS Security,Remote,0.8,Wellfound,https://wellfound.com/role/r/sspm-product-manager,2025-12-02,"cloud application security, ai agent security"
Akamai,Threat Detection Engineer,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/threat-detection-engineer,2025-11-27,"llm security, saas governance, llm compliance, security posture management"
RingCentral,SSPM Product Manager,SSPM,Remote,0.9,Wellfound,https://wellfound.com/role/r/sspm-product-manager,2025-11-25,"saas posture management, generative ai compliance, saas security, autonomous agent security, saas risk"
Target,Application Security Engineer,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/application-security-engineer,2025-12-01,"saas posture management, shadow it, llm compliance, cloud governance"
Asana,AI Security Engineer,SSPM,"Boston, MA",0.85,Wellfound,https://wellfound.com/role/r/ai-security-engineer,2025-11-29,"shadow it, saas compliance, saas risk"
Zoom,Application Security Engineer,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/application-security-engineer,2025-12-02,"saas audit, ai agent risk, saas compliance, llm security, sspm"
Barracuda,AI Agent Security Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/ai-agent-security-engineer,2025-11-25,"saas governance, saas security"
EY,Security Posture Analyst,SSPM,"Denver, CO",0.85,Wellfound,https://wellfound.com/role/r/security-posture-analyst,2025-12-02,"shadow it, cloud compliance, saas posture management"
Darktrace,SaaS Security Architect,AI Compliance,"New York, NY",0.8,Wellfound,https://wellfound.com/role/r/saas-security-architect,2025-11-30,"ai policy, ai governance, cloud compliance"
Capital One,GRC Analyst,SaaS Security,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"saas security, cloud application security, ai agent risk"
Humana,SaaS Security Architect,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"saas audit, sanctioned it, saas governance, cloud governance"
ServiceNow,SSPM Product Manager,AI Compliance,Hybrid - Bay Area,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai policy, ai governance"
Amplitude,Security Posture Analyst,SaaS Security,"Denver, CO",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"sanctioned it, ai compliance, saas risk, ai governance, cloud governance"
Mimecast,Director of Security,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"saas security posture, cloud governance, security posture management, autonomous agent security"
Snowflake,LLM Security Specialist,SaaS Security,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"llm security, ai governance, ai policy, saas security posture"
Arctic Wolf,LLM Security Specialist,AI Agent Security,"Boston, MA",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"genai security, ai compliance, ai agent security"
Centrify,Lead Security Engineer,SaaS Security,"Austin, TX",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas risk, autonomous agent security"
EY,SSPM Product Manager,SSPM,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"ai agent risk, security posture management"
Mixpanel,Security Operations Engineer,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"genai security, cloud compliance, saas audit"
Twilio,Principal Security Engineer,SaaS Security,"London, UK",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"cloud application security, ai agent security"
American Express,Risk Manager,SSPM,Remote (US),0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"autonomous agent security, cloud app security, saas posture management, ai agent security, cloud application security"
Ermetic,Cloud Security Analyst,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud application security, sanctioned it, saas posture management"
UnitedHealth,LLM Security Specialist,SaaS Security,Remote (US),0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"cloud compliance, ai agent risk, llm security, sanctioned it"
IronScales,Security Posture Analyst,SaaS Compliance,"New York, NY",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"generative ai compliance, saas governance"
Sophos,AppSec Engineer,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"ai policy, cloud compliance, security posture management, saas security, ai agent security"
New Relic,Principal Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud compliance, ai compliance, saas risk"
BAE Systems,Incident Response Engineer,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"genai security, saas audit, saas security posture, ai governance"
Wiz,Risk Manager,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas security posture, llm security"
Walmart,Security Software Engineer,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"cloud app security, generative ai compliance, saas posture management"
Carbon Black,Cloud Security Architect,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud app security, saas compliance, sanctioned it, ai policy"
Elastic,SaaS Security Architect,SaaS Security,"Austin, TX",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai governance, sanctioned it, cloud app security"
ForeScout,Security Posture Analyst,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"saas governance, cloud app security, ai agent risk"
F5 Networks,Security Operations Engineer,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas governance, cloud compliance, ai compliance, cloud app security"
Charter,Threat Detection Engineer,SaaS Security,Remote,0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"saas governance, saas risk, autonomous agent security, genai security, cloud compliance"
Netflix,Security Manager,SaaS Security,"New York, NY",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud application security, saas security, saas compliance, saas security posture, sspm"
Deloitte,Senior Security Engineer,SaaS Security,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai governance, ai agent risk, saas security posture, sanctioned it, autonomous agent security"
Amplitude,Director of Security,AI Agent Security,"Denver, CO",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"shadow it, llm security, ai security, ai governance"
Charter,Security Team Lead,SSPM,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"saas posture management, cloud application security, llm compliance"
Arctic Wolf,Compliance Engineer,SaaS Security,"Toronto, Canada",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"ai compliance, llm security, saas security, genai security"
ExxonMobil,AI Agent Security Engineer,AI Compliance,"Denver, CO",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"generative ai compliance, sanctioned it, autonomous agent security, ai compliance, shadow it"
Commvault,Security Auditor,AI Compliance,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"ai agent security, cloud compliance, generative ai compliance"
Square,VP of Security,AI Agent Security,"New York, NY",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"autonomous agent security, llm security"
IBM,Cloud Security Engineer,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"sspm, genai security, security posture management"
T-Mobile,Principal Security Engineer,SSPM,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"saas risk, cloud app security, ai governance"
Oracle,CISO,SaaS Compliance,"Boston, MA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud compliance, ai agent security"
eBay,SSPM Engineer,SaaS Compliance,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"ai agent security, saas compliance, cloud app security, saas audit, saas governance"
Carbon Black,SaaS Security Engineer,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"security posture management, sanctioned it"
Sprint,Security Software Engineer,SaaS Security,"Toronto, Canada",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"sanctioned it, cloud governance"
Anthem,CISO,SaaS Security,Remote,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai security, shadow it"
Slack,AI Agent Security Engineer,SSPM,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"cloud governance, ai policy, autonomous agent security, shadow it, sanctioned it"
Square,Security Manager,SaaS Security,Remote (US),0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai agent security, cloud app security, genai security"
Docker,Cloud Security Analyst,AI Agent Security,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"ai agent risk, saas risk, genai security"
Nozomi Networks,AI Security Engineer,AI Agent Security,"Seattle, WA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud governance, ai agent security, ai governance"
Sysdig,Machine Learning Security Engineer,SaaS Compliance,"New York, NY",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"llm compliance, sanctioned it, cloud compliance, ai policy, cloud governance"
Microsoft,Incident Response Engineer,SaaS Security,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"saas risk, saas governance, cloud application security, ai security, ai agent risk"
Chevron,Machine Learning Security Engineer,SSPM,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas security posture, llm security"
Vonage,Security Posture Analyst,SaaS Compliance,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"generative ai compliance, saas governance, ai security"
Chorus.ai,Security Operations Engineer,AI Agent Security,"Boston, MA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"ai policy, ai agent security, ai security, autonomous agent security, ai compliance"
Google,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"shadow it, ai policy"
Okta,GRC Analyst,SaaS Compliance,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud compliance, saas compliance, saas audit"
Meta,Security Compliance Manager,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud application security, saas governance, ai agent security, saas posture management"
Sysdig,Cloud Security Analyst,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas governance, sanctioned it"
Cisco,Security Analyst,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas governance, ai security"
Shell,Cloud Security Engineer,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud app security, saas risk"
Oracle,Security Software Engineer,SaaS Compliance,Hybrid - Bay Area,0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas audit, ai governance"
Area 1,Principal Security Engineer,AI Agent Security,"London, UK",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"ai agent risk, genai security"
PwC,Security Posture Analyst,AI Compliance,"Austin, TX",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud compliance, genai security, ai compliance"
GitLab,SOC Analyst,SaaS Compliance,Remote,0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"ai compliance, sanctioned it"
F5 Networks,VP of Security,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas risk, sspm, cloud application security, ai policy"
Confluent,Security Compliance Manager,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"ai compliance, security posture management, cloud compliance, llm security"
Abnormal Security,Security Software Engineer,SaaS Security,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas audit, ai agent security, ai security, saas governance"
Anthem,Principal Security Engineer,SaaS Security,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"cloud application security, ai agent security, sanctioned it, llm security"
Wells Fargo,GRC Analyst,SaaS Compliance,"San Francisco, CA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas compliance, saas governance, saas risk"
Goldman Sachs,Principal Security Engineer,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"ai policy, sspm, saas posture management"
Comcast,LLM Security Specialist,SaaS Security,Remote (US),0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"cloud application security, genai security, saas audit, ai governance, saas compliance"
Mimecast,Risk Manager,SaaS Security,"Denver, CO",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"sanctioned it, cloud governance, llm compliance, genai security"
Varonis,Incident Response Engineer,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"generative ai compliance, saas governance, sspm"
Twilio,GRC Analyst,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"security posture management, autonomous agent security, saas compliance, sanctioned it"
Chevron,Security Team Lead,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"security posture management, shadow it, ai agent security"
SailPoint,Security Compliance Manager,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud compliance, cloud app security"
Oracle,Application Security Engineer,SaaS Security,Remote,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"saas security, ai agent risk, sanctioned it, saas compliance"
ForeScout,Security Team Lead,SSPM,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"shadow it, cloud application security, cloud app security"
Nozomi Networks,VP of Security,SaaS Security,Remote (US),0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"cloud governance, autonomous agent security, llm security, sanctioned it, ai compliance"
Goldman Sachs,SOC Analyst,SaaS Compliance,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-02,"llm compliance, saas governance"
Asana,Security Auditor,SaaS Compliance,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"cloud compliance, saas risk, llm compliance, ai compliance"
HashiCorp,Security Compliance Manager,AI Agent Security,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"ai agent risk, shadow it, ai compliance, ai agent security"
CVS Health,Risk Manager,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"cloud app security, genai security, ai agent security, sspm, autonomous agent security"
Home Depot,Security Operations Engineer,SaaS Security,"Austin, TX",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"autonomous agent security, cloud compliance, ai policy"
Veeam,Machine Learning Security Engineer,SaaS Security,"Denver, CO",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-30,"llm security, cloud application security, generative ai compliance, saas governance"
Duo Security,Security Analyst,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-27,"saas security posture, ai agent risk, ai agent security"
eBay,Compliance Engineer,SaaS Compliance,"Boston, MA",0.7,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"sanctioned it, cloud compliance"
Tenable,Security Operations Engineer,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"saas audit, saas posture management"
SUSE,CISO,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"llm compliance, cloud application security"
Charter,Incident Response Engineer,SaaS Security,"San Francisco, CA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud app security, ai security"
Cylance,Security Engineer,AI Compliance,"Boston, MA",0.9,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"genai security, generative ai compliance, saas audit, ai governance"
Morgan Stanley,AI Security Engineer,AI Compliance,"Seattle, WA",0.8,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"llm security, llm compliance, ai governance"
Workday,Director of Security,SaaS Compliance,"New York, NY",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"cloud governance, ai security, ai policy, saas compliance, cloud compliance"
Asana,SaaS Security Posture Manager,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-25,"llm compliance, autonomous agent security, sspm"
Snowflake,Incident Response Engineer,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-12-01,"ai governance, saas security, security posture management, ai agent risk"
Twilio,SaaS Security Engineer,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"security posture management, ai governance, cloud governance"
CVS Health,Security Auditor,SaaS Compliance,"Seattle, WA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas compliance, ai agent security"
Bitdefender,SaaS Security Posture Manager,SSPM,"Boston, MA",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai agent risk, saas posture management, cloud app security"
McKinsey,Principal Security Engineer,AI Compliance,"London, UK",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai compliance, llm compliance, ai security, ai agent risk, cloud governance"
Chevron,Security Manager,SSPM,Remote (US),0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"cloud compliance, sanctioned it, saas posture management"
Etsy,AI Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"saas security, llm compliance, saas governance"
Accenture,Incident Response Engineer,SSPM,"Austin, TX",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"llm compliance, saas posture management, ai security, saas security posture, ai governance"
Atlassian,Security Team Lead,SSPM,"Denver, CO",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-28,"ai agent security, security posture management"
CircleCI,SSPM Engineer,SSPM,Hybrid - Bay Area,0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-29,"cloud application security, cloud governance, saas audit"
IronScales,Security Engineer,SSPM,"Toronto, Canada",0.85,Y Combinator,https://www.ycombinator.com/companies/industry/security,2025-11-26,"saas posture management, ai policy, cloud governance, sanctioned it, ai agent security"
Fastly,VP of Security,AI Compliance,"Austin, TX",0.9,Workday,https://fastly.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"generative ai compliance, llm security"
Prisma Cloud,Security Analyst,SaaS Compliance,Remote (US),0.85,Workday,https://prisma-cloud.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"saas compliance, llm compliance, cloud compliance, saas risk"
Oracle,SSPM Product Manager,SaaS Compliance,"Denver, CO",0.85,Workday,https://oracle.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas governance, saas compliance, llm compliance"
Zendesk,Principal Security Engineer,SSPM,"Denver, CO",0.85,Workday,https://zendesk.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"security posture management, generative ai compliance, saas compliance, ai policy, cloud app security"
Confluent,Cloud Posture Engineer,AI Agent Security,"Austin, TX",0.7,Workday,https://confluent.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"ai security, ai agent risk"
Forescout,Compliance Engineer,SSPM,Hybrid - Bay Area,0.85,Workday,https://forescout.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas governance, cloud governance, cloud application security"
Zscaler,GRC Analyst,SaaS Security,"Seattle, WA",0.8,Workday,https://zscaler.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"autonomous agent security, shadow it, ai compliance"
Sysdig,Application Security Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://sysdig.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"llm security, security posture management, saas security, cloud governance"
Sysdig,Security Analyst,SSPM,"London, UK",0.85,Workday,https://sysdig.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas governance, llm security"
